id,Name,Year,Kilometers_Driven,Location,Fuel_Type,Transmission,Engine,Power,Mileage,Seats,Owner_Type,New_Price,Price
3585,Mahindra XUV500 AT W10 FWD,2020,24301,Coimbatore,Diesel,Automatic,2179 CC,140 bhp,16.0 kmpl,7,First,,32.37
3586,Mahindra KUV 100 mFALCON D75 K4 Plus,2017,65821,Kochi,Diesel,Manual,1198 CC,77 bhp,25.32 kmpl,6,First,,8.79
3587,Hyundai Creta 1.6 SX Option Diesel,2019,103154,Coimbatore,Diesel,Manual,1582 CC,126.2 bhp,20.5 kmpl,5,First,19.18 Lakh,24.53
3588,Hyundai i20 1.2 Era,2015,36800,Kolkata,Petrol,Manual,1197 CC,80 bhp,17.0 kmpl,5,First,,6.8
3589,BMW 5 Series 2013-2017 520d Luxury Line,2019,20930,Coimbatore,Diesel,Automatic,1995 CC,190 bhp,18.12 kmpl,5,First,,68.78
3590,Maruti Wagon R VXI,2018,41504,Jaipur,Petrol,Manual,998 CC,67.04 bhp,22.5 kmpl,5,First,5.44 Lakh,8.72
3591,Ford Ikon 1.6 ZXI NXt,2006,67109,Pune,Petrol,Manual,1597 CC,92 bhp,14.2 kmpl,5,Second,,2.08
3592,Audi Q5 3.0 TDI Quattro Technology,2018,32023,Coimbatore,Diesel,Automatic,2967 CC,241.4 bhp,13.22 kmpl,5,First,,89.65
3593,Mahindra XUV500 W10 2WD,2017,58337,Delhi,Diesel,Manual,2179 CC,140 bhp,16.0 kmpl,7,First,,21.01
3594,Honda City 1.5 V MT,2012,41019,Kolkata,Petrol,Manual,1497 CC,118 bhp,17.0 kmpl,5,First,,5.85
3595,Maruti Alto LXi BSIII,2011,74135,Chennai,Petrol,Manual,796 CC,46.3 bhp,19.7 kmpl,5,Third,,2.56
3596,Hyundai i10 Asta,2011,31089,Kolkata,Petrol,Manual,1197 CC,78.9 bhp,20.36 kmpl,5,First,,4.05
3597,Hyundai Grand i10 Magna,2017,22937,Pune,Petrol,Manual,1197 CC,82 bhp,18.9 kmpl,5,First,,7.88
3598,Hyundai Grand i10 1.2 CRDi Sportz Option,2018,24546,Jaipur,Diesel,Manual,1186 CC,73.97 bhp,24.0 kmpl,5,First,,11.21
3599,Tata Manza Aqua Quadrajet BS IV,2016,49379,Ahmedabad,Diesel,Manual,1248 CC,88.8 bhp,21.12 kmpl,5,First,,5.72
3600,Hyundai Verna Transform Xxi ABS,2012,65461,Bangalore,Petrol,Manual,1599 CC,103.2 bhp,16.2 kmpl,5,First,,8.25
3601,BMW 3 Series 320d Highline,2013,59611,Delhi,Diesel,Automatic,1995 CC,181 bhp,16.07 kmpl,5,First,,22.38
3602,Maruti Swift VDI Optional,2017,37693,Chennai,Diesel,Manual,1248 CC,74 bhp,25.2 kmpl,5,First,,12.37
3603,Hyundai EON D Lite Plus,2015,34956,Kolkata,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,3.84
3604,Mercedes-Benz A Class A200 CDI Sport,2018,35150,Kochi,Diesel,Automatic,2143 CC,136 bhp,20.0 kmpl,5,First,,37.53
3605,Hyundai i20 Asta 1.4 CRDi,2016,84821,Hyderabad,Diesel,Manual,1396 CC,88.76 bhp,21.27 kmpl,5,First,,9.08
3606,Hyundai Elantra CRDi S,2015,70221,Ahmedabad,Diesel,Manual,1582 CC,126.2 bhp,22.7 kmpl,5,First,,16.11
3607,Maruti Alto 800 2016-2019 LXI,2019,31916,Delhi,Petrol,Manual,796 CC,47.3 bhp,24.7 kmpl,5,First,,5.35
3608,Hyundai Grand i10 Sportz,2018,35996,Coimbatore,Petrol,Manual,1197 CC,82 bhp,18.9 kmpl,5,First,,12.03
3609,Audi A4 2.0 TDI 177 Bhp Premium Plus,2016,21918,Bangalore,Diesel,Automatic,1968 CC,174.33 bhp,17.11 kmpl,5,First,,50.23
3610,Maruti Celerio ZXI Optional,2019,24327,Hyderabad,Petrol,Manual,998 CC,67.04 bhp,23.1 kmpl,5,First,,10.03
3611,Maruti Swift VXI,2020,25017,Mumbai,Petrol,Manual,1197 CC,81.80 bhp,22.0 kmpl,5,First,7 Lakh,10.82
3612,Volvo S60 D3,2012,18037,Chennai,Diesel,Automatic,1985 CC,163 bhp,18.5 kmpl,5,First,,25.21
3613,Hyundai Xcent 1.1 CRDi S,2017,59788,Pune,Diesel,Manual,1120 CC,71 bhp,24.4 kmpl,5,First,,10.66
3614,Tata Indigo CS LX (TDI) BS III,2010,162080,Chennai,Diesel,Manual,1396 CC,69 bhp,19.09 kmpl,5,Second,,5.54
3615,Mahindra TUV 300 2015-2019 T8,2021,56165,Kochi,Diesel,Manual,1493 CC,100 bhp,18.49 kmpl,7,First,,17.02
3616,Hyundai i20 2015-2017 1.2 Asta,2011,74170,Pune,Petrol,Manual,1197 CC,80 bhp,17.0 kmpl,5,Second,,5.75
3617,Hyundai EON Magna,2020,27948,Jaipur,Petrol,Manual,814 CC,55 bhp,22.0 kmpl,5,First,,5.5
3618,Honda City 1.5 S AT,2010,71722,Hyderabad,Petrol,Automatic,1497 CC,118 bhp,16.8 kmpl,5,First,,7.71
3619,Hyundai Creta 1.6 CRDi SX Option,2018,60613,Ahmedabad,Diesel,Manual,1582 CC,126.2 bhp,19.67 kmpl,5,First,,21.41
3620,Audi Q5 2.0 TDI Technology,2014,46055,Hyderabad,Diesel,Automatic,1968 CC,174.3 bhp,14.16 kmpl,5,First,,69.65
3621,Honda City i VTEC V,2019,26054,Mumbai,Petrol,Manual,1497 CC,117.3 bhp,17.8 kmpl,5,First,,14.55
3622,Ford Endeavour 2.5L 4X2,2010,141713,Hyderabad,Diesel,Manual,2499 CC,141 bhp,13.1 kmpl,7,First,,15.66
3623,Hyundai i20 1.2 Magna Executive,2021,14239,Kochi,Petrol,Manual,1197 CC,81.83 bhp,18.6 kmpl,5,First,,12.48
3624,Skoda Fabia 1.2 Petrol Active,2011,76359,Jaipur,Petrol,Manual,1198 CC,73.9 bhp,16.25 kmpl,5,First,,4.16
3625,Maruti Wagon R LXI BS IV,2014,39556,Pune,Petrol,Manual,998 CC,67.1 bhp,18.9 kmpl,5,First,,4.61
3626,Audi A6 2011-2015 35 TDI Technology,2019,40714,Coimbatore,Diesel,Automatic,1968 CC,174.33 bhp,17.68 kmpl,5,First,,74.32
3627,Maruti Celerio ZXI AT,2018,33007,Jaipur,Petrol,Automatic,998 CC,67.04 bhp,23.1 kmpl,5,Second,,8.33
3628,Jaguar XF 2.2 Litre Luxury,2017,48071,Hyderabad,Diesel,Automatic,2179 CC,187.7 bhp,16.36 kmpl,5,First,,80.6
3629,Mercedes-Benz E-Class E 200 CGI,2015,50829,Mumbai,Petrol,Automatic,1991 CC,181.03 bhp,12.0 kmpl,5,First,,44.33
3630,Audi A4 2.0 TDI Multitronic,2011,63805,Ahmedabad,Diesel,Automatic,1968 CC,140 bhp,16.55 kmpl,5,First,,25.25
3631,Chevrolet Cruze LTZ AT,2017,64785,Kochi,Diesel,Automatic,1998 CC,163.7 bhp,14.39 kmpl,5,First,,13.03
3632,BMW 5 Series 520d Luxury Line,2019,33968,Kochi,Diesel,Automatic,1995 CC,190 bhp,22.48 kmpl,5,First,67.87 Lakh,74.22
3633,Maruti Baleno Zeta 1.2,2019,45767,Chennai,Petrol,Manual,1197 CC,83.1 bhp,21.4 kmpl,5,First,,13.38
3634,Hyundai Verna VTVT 1.6 AT SX Option,2019,7402,Mumbai,Petrol,Automatic,1591 CC,121.3 bhp,17.0 kmpl,5,First,15.14 Lakh,25.95
3635,Chevrolet Beat LT,2019,62124,Kochi,Petrol,Manual,1199 CC,76.8 bhp,18.6 kmpl,5,Second,,6.47
3636,Renault KWID RXT,2017,20303,Bangalore,Petrol,Manual,799 CC,53.3 bhp,25.17 kmpl,5,First,,7.07
3637,Ford EcoSport 1.5 TDCi Titanium,2020,37243,Kochi,Diesel,Manual,1498 CC,98.59 bhp,22.77 kmpl,5,First,,18.82
3638,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,100048,Mumbai,Diesel,Manual,2494 CC,100.6 bhp,12.99 kmpl,7,First,,17.5
3639,Toyota Innova Crysta 2.4 VX MT 8S,2019,73664,Coimbatore,Diesel,Manual,2393 CC,147.8 bhp,13.68 kmpl,8,First,24.01 Lakh,34.25
3640,Tata Safari DICOR 2.2 LX 4x2,2011,80872,Bangalore,Diesel,Manual,2179 CC,138.03 bhp,13.93 kmpl,7,First,,8.95
3641,BMW 5 Series 520d Luxury Line,2018,52608,Hyderabad,Diesel,Automatic,1995 CC,190 bhp,22.48 kmpl,5,First,69.47 Lakh,63.36
3642,Ford Figo Aspire 1.5 TDCi Titanium Plus,2018,32278,Kochi,Diesel,Manual,1498 CC,99 bhp,25.83 kmpl,5,First,,11.7
3643,Hyundai EON Era Plus,2021,8088,Jaipur,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,6.91
3644,Mahindra KUV 100 mFALCON G80 K8,2019,29687,Kochi,Petrol,Manual,1198 CC,82 bhp,18.15 kmpl,6,First,,11.33
3645,Maruti Wagon R AMT VXI,2019,8711,Mumbai,Petrol,Automatic,998 CC,67 bhp,20.51 kmpl,5,First,,8.02
3646,Mahindra Scorpio 2009-2014 SLE 7S BSIV,2013,47824,Kolkata,Diesel,Manual,2179 CC,120 bhp,12.05 kmpl,7,First,,10.61
3647,Toyota Corolla Altis G MT,2017,24357,Kolkata,Petrol,Manual,1798 CC,138.03 bhp,14.28 kmpl,5,First,,16.44
3648,Tata Hexa XT,2019,41073,Pune,Diesel,Manual,2179 CC,153.86 bhp,17.6 kmpl,7,First,20.87 Lakh,27.62
3649,Volkswagen Polo Diesel Comfortline 1.2L,2014,53080,Kolkata,Diesel,Manual,1199 CC,73.9 bhp,22.07 kmpl,5,First,,5.33
3650,Honda City V AT,2014,62169,Coimbatore,Petrol,Automatic,1497 CC,116.3 bhp,15.6 kmpl,5,Second,,13.1
3651,Honda City i DTEC V,2020,83769,Kochi,Diesel,Manual,1498 CC,98.6 bhp,26.0 kmpl,5,First,,13.39
3652,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2019,18131,Coimbatore,Petrol,Manual,1591 CC,121.3 bhp,15.29 kmpl,5,First,,26.1
3653,BMW 7 Series 730Ld Eminence,2017,31778,Kochi,Diesel,Automatic,2993 CC,261.49 bhp,16.77 kmpl,5,Second,1.4 Cr,83.71
3654,Skoda Octavia Classic 1.9 TDI MT,2007,79305,Chennai,Diesel,Manual,1896 CC,66 bhp,18.7 kmpl,5,Second,,6.34
3655,Skoda Octavia Elegance 2.0 TDI AT,2018,80603,Hyderabad,Diesel,Automatic,1968 CC,141 bhp,19.3 kmpl,5,First,,36.24
3656,Renault Duster Petrol RxL,2015,52012,Bangalore,Petrol,Manual,1598 CC,102.57 bhp,13.24 kmpl,5,First,,11.92
3657,Mahindra XUV500 AT W8 FWD,2018,37496,Bangalore,Diesel,Automatic,2179 CC,140 bhp,16.0 kmpl,7,First,,25.99
3658,Hyundai Creta 1.6 SX Option,2019,50737,Kochi,Petrol,Manual,1591 CC,121.3 bhp,15.8 kmpl,5,First,16.06 Lakh,25.49
3659,Toyota Innova 2.5 G (Diesel) 7 Seater,2016,44696,Ahmedabad,Diesel,Manual,2494 CC,100.6 bhp,12.99 kmpl,7,First,,23.52
3660,Ford Ikon 1.3 CLXi,2008,82802,Hyderabad,Petrol,Manual,1299 CC,70 bhp,13.8 kmpl,5,First,,2.46
3661,Hyundai Creta 1.6 VTVT S,2019,34679,Kochi,Petrol,Manual,1591 CC,121.3 bhp,15.29 kmpl,5,Second,,17.45
3662,Tata Nano Cx BSIV,2015,39638,Coimbatore,Petrol,Manual,624 CC,37.48 bhp,25.4 kmpl,4,First,,3.31
3663,Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,98508,Delhi,Diesel,Manual,2494 CC,100 bhp,12.99 kmpl,8,First,,17.08
3664,Chevrolet Cruze LTZ,2014,67288,Coimbatore,Diesel,Manual,1998 CC,163.7 bhp,17.3 kmpl,5,First,,11
3665,Hyundai EON D Lite Plus,2019,29880,Coimbatore,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,6.82
3666,Hyundai Grand i10 1.2 Kappa Magna AT,2019,3345,Bangalore,Petrol,Automatic,1197 CC,81.86 bhp,18.9 kmpl,5,First,7.98 Lakh,11.96
3667,Toyota Camry A/T,2012,75207,Mumbai,Petrol,Automatic,2362 CC,164.7 bhp,12.1 kmpl,5,Second,,7.07
3668,Hyundai Verna 1.6 CRDI AT SX Option,2019,38099,Coimbatore,Diesel,Automatic,1582 CC,126.2 bhp,19.08 kmpl,5,First,,19.92
3669,Volkswagen Vento Petrol Highline,2013,59439,Pune,Petrol,Manual,1598 CC,103.6 bhp,15.04 kmpl,5,Second,,8.04
3670,Mahindra XUV500 W6 2WD,2015,66985,Kolkata,Diesel,Manual,2179 CC,140 bhp,15.1 kmpl,7,First,,14.85
3671,Maruti Omni E MPI STD BS IV,2017,15056,Jaipur,Petrol,Manual,796 CC,34.2 bhp,16.8 kmpl,8,First,,4.67
3672,Mahindra Xylo D2 BSIV,2013,245735,Chennai,Diesel,Manual,2489 CC,95 bhp,14.0 kmpl,8,Second,,7.32
3673,Honda City ZX CVT,2011,81894,Hyderabad,Petrol,Automatic,1497 CC,78 bhp,16.4 kmpl,5,First,,6.4
3674,Audi Q7 35 TDI Quattro Technology,2016,22953,Bangalore,Diesel,Automatic,2967 CC,241.4 bhp,12.07 kmpl,7,First,,88.92
3675,Skoda Laura Ambiente,2016,74973,Chennai,Diesel,Manual,1896 CC,106 bhp,17.5 kmpl,5,Second,,8.73
3676,Porsche Cayenne 2009-2014 Turbo,2009,67891,Mumbai,Petrol,Automatic,4806 CC,500 bhp,8.5 kmpl,5,First,,29.71
3677,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2020,23736,Coimbatore,Diesel,Automatic,2143 CC,167.62 bhp,19.27 kmpl,5,First,,78.45
3678,Mercedes-Benz M-Class ML 350 4Matic,2017,30697,Coimbatore,Diesel,Automatic,2987 CC,165 bhp,0.0 kmpl,5,First,,96.43
3679,Chevrolet Cruze LTZ AT,2020,62419,Kochi,Diesel,Automatic,1998 CC,163.7 bhp,14.81 kmpl,5,First,,18.08
3680,BMW 7 Series 2007-2012 750Li,2011,55256,Kochi,Petrol,Automatic,4395 CC,402 bhp,8.77 kmpl,5,First,,51.84
3681,Fiat Grande Punto 1.3 Emotion Pack (Diesel),2013,111656,Delhi,Diesel,Manual,1248 CC,76 bhp,17.8 kmpl,5,First,,3.35
3682,Mercedes-Benz New C-Class 200 K AT,2009,28928,Kolkata,Petrol,Automatic,1796 CC,178 bhp,11.7 kmpl,5,First,,19.45
3683,Audi A4 2.0 TDI,2017,46628,Mumbai,Diesel,Automatic,1968 CC,147.51 bhp,16.55 kmpl,5,First,,28.09
3684,Skoda Superb Elegance 1.8 TSI AT,2011,80359,Delhi,Petrol,Automatic,1798 CC,157.75 bhp,13.7 kmpl,5,Second,,8.95
3685,Hyundai Santro LS zipPlus,2006,64425,Chennai,Petrol,Manual,1086 CC,null bhp,0.0 kmpl,5,Third,,1.28
3686,Chevrolet Aveo U-VA 1.2 LS,2008,77830,Pune,Petrol,Manual,1150 CC,74.9 bhp,15.26 kmpl,5,First,,2.52
3687,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2020,32325,Chennai,Diesel,Automatic,2143 CC,204 bhp,13.0 kmpl,5,First,,67.39
3688,Ford Figo Diesel ZXI,2014,61384,Coimbatore,Diesel,Manual,1399 CC,68.05 bhp,20.0 kmpl,5,First,,8.68
3689,Volkswagen Polo Petrol Trendline 1.2L,2012,55090,Kolkata,Petrol,Manual,1198 CC,73.9 bhp,16.47 kmpl,5,First,,4.57
3690,Mercedes-Benz S-Class 280 AT,2005,129541,Kochi,Petrol,Automatic,2987 CC,210 bhp,13.0 kmpl,5,First,,14.34
3691,Maruti Vitara Brezza LDi,2020,35554,Kochi,Diesel,Manual,1248 CC,88.5 bhp,24.3 kmpl,5,First,8.63 Lakh,18.06
3692,Volkswagen Ameo 1.5 TDI Comfortline AT,2017,52834,Jaipur,Diesel,Automatic,1498 CC,108.495 bhp,22.0 kmpl,5,First,,12.93
3693,Honda City i VTEC V,2019,25151,Chennai,Petrol,Manual,1497 CC,117.3 bhp,17.4 kmpl,5,First,,14.49
3694,Renault Duster 110PS Diesel RxL,2014,76313,Bangalore,Diesel,Manual,1461 CC,108.45 bhp,19.01 kmpl,5,First,,16.89
3695,Toyota Fortuner 4x4 MT,2015,64945,Delhi,Diesel,Manual,2982 CC,168.5 bhp,12.55 kmpl,7,First,,28
3696,Hyundai i20 1.2 Spotz,2017,35801,Delhi,Petrol,Manual,1197 CC,81.83 bhp,18.6 kmpl,5,First,,11.14
3697,Ford Fiesta 1.4 Duratorq ZXI,2016,81988,Pune,Diesel,Manual,1399 CC,68 bhp,17.8 kmpl,5,First,,5.38
3698,Renault Captur 1.5 Diesel Platine Mono,2019,3149,Kochi,Diesel,Manual,1461 CC,108.45 bhp,20.37 kmpl,5,First,,27.32
3699,Hyundai Xcent 1.2 Kappa S,2018,134392,Kolkata,Petrol,Manual,1197 CC,82 bhp,19.1 kmpl,5,Second,,6.89
3700,Maruti Ciaz ZDi Plus SHVS,2017,51325,Ahmedabad,Diesel,Manual,1248 CC,88.5 bhp,28.09 kmpl,5,First,,12.81
3701,Mercedes-Benz SL-Class SL 500,2012,32984,Kolkata,Petrol,Automatic,5461 CC,387.3 bhp,8.1 kmpl,2,First,,57.82
3702,Renault Pulse RxL,2015,50886,Hyderabad,Diesel,Manual,1461 CC,63.12 bhp,23.08 kmpl,5,First,,6.87
3703,Skoda Rapid 1.6 MPI AT Ambition,2020,29200,Mumbai,Petrol,Automatic,1598 CC,103.52 bhp,14.84 kmpl,5,First,13.7 Lakh,17.04
3704,Mahindra Scorpio SLE BSIV,2013,94061,Pune,Diesel,Manual,2179 CC,120 bhp,12.05 kmpl,8,Third,,12.36
3705,Maruti Wagon R VXI,2013,20329,Mumbai,Petrol,Manual,998 CC,67.1 bhp,18.9 kmpl,5,First,,5.67
3706,Hyundai Verna VTVT 1.6 AT SX Plus,2019,12189,Kochi,Petrol,Automatic,1591 CC,121.3 bhp,17.0 kmpl,5,First,13.49 Lakh,22.88
3707,Toyota Corolla Altis G,2013,44105,Kolkata,Petrol,Manual,1798 CC,138.1 bhp,14.53 kmpl,5,Second,,6.37
3708,Honda Jazz 1.2 SV i VTEC,2016,22119,Bangalore,Petrol,Manual,1199 CC,88.7 bhp,18.7 kmpl,5,First,,11.2
3709,Toyota Innova 2.5 G4 Diesel 8-seater,2015,82383,Hyderabad,Diesel,Manual,2494 CC,102 bhp,12.8 kmpl,8,First,,24.02
3710,Maruti Celerio LXI MT,2018,27986,Kolkata,Petrol,Manual,998 CC,67.04 bhp,23.1 kmpl,5,First,4.87 Lakh,7.2
3711,BMW X3 xDrive20d,2020,46103,Bangalore,Diesel,Automatic,1995 CC,184 bhp,16.09 kmpl,5,First,,87.3
3712,Maruti Alto K10 VXI,2016,16914,Pune,Petrol,Manual,998 CC,67.1 bhp,24.07 kmpl,5,First,4.48 Lakh,4.39
3713,Audi A4 3.0 TDI Quattro Premium,2015,51655,Coimbatore,Diesel,Automatic,2967 CC,241.4 bhp,14.94 kmpl,5,First,,33.68
3714,Toyota Fortuner 3.0 Diesel,2010,152761,Jaipur,Diesel,Manual,2982 CC,171 bhp,11.5 kmpl,7,Second,,22.57
3715,Skoda Superb Style 1.8 TSI AT,2018,52682,Coimbatore,Petrol,Automatic,1798 CC,177.46 bhp,14.67 kmpl,5,First,30.19 Lakh,33.62
3716,Hyundai EON Era Plus,2016,68551,Pune,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,6.2
3717,Chevrolet Cruze LTZ,2021,55277,Jaipur,Diesel,Manual,1998 CC,163.7 bhp,17.9 kmpl,5,First,,14.81
3718,Maruti Ciaz ZDi Plus SHVS,2019,39726,Jaipur,Diesel,Manual,1248 CC,88.5 bhp,28.09 kmpl,5,First,,20.49
3719,Hyundai i10 Era 1.1,2016,38264,Kochi,Petrol,Manual,1086 CC,68.05 bhp,19.81 kmpl,5,First,,7.81
3720,Honda City i DTEC SV,2017,58719,Kochi,Diesel,Manual,1498 CC,98.6 bhp,26.0 kmpl,5,First,,11.64
3721,Ford Ikon 1.3 Flair,2010,40885,Chennai,Petrol,Manual,1299 CC,70 bhp,13.8 kmpl,5,Third,,2.16
3722,Audi A4 2.0 TDI,2015,39133,Bangalore,Diesel,Automatic,1968 CC,147.51 bhp,16.55 kmpl,5,Second,,43.61
3723,Honda City ZX GXi,2010,68075,Mumbai,Petrol,Manual,1497 CC,78 bhp,17.7 kmpl,5,Second,,3.45
3724,Hyundai i10 Magna,2013,39256,Kochi,Petrol,Manual,1197 CC,78.9 bhp,20.36 kmpl,5,First,,6.44
3725,Skoda Superb 3.6 V6 FSI,2014,56185,Hyderabad,Petrol,Automatic,3597 CC,262.6 bhp,0.0 kmpl,5,First,,11.58
3726,Nissan Micra Diesel XV,2012,39875,Kolkata,Diesel,Manual,1461 CC,63.1 bhp,23.08 kmpl,5,First,,5.36
3727,Mercedes-Benz B Class B200 CDI,2020,47356,Coimbatore,Diesel,Automatic,2143 CC,107.3 bhp,15.0 kmpl,5,First,,40.76
3728,Mercedes-Benz New C-Class 220 CDI MT,2015,41031,Chennai,Diesel,Manual,2148 CC,170 bhp,15.8 kmpl,5,First,,45.31
3729,Tata Manza Aura Quadrajet BS IV,2015,84585,Jaipur,Diesel,Manual,1248 CC,88.8 bhp,21.12 kmpl,5,First,,5.07
3730,Volkswagen Polo Diesel Trendline 1.2L,2012,79404,Jaipur,Diesel,Manual,1199 CC,73.9 bhp,22.07 kmpl,5,First,,5.68
3731,Hyundai Verna 1.6 SX,2017,76904,Coimbatore,Diesel,Manual,1582 CC,126.32 bhp,22.32 kmpl,5,First,,13.41
3732,Maruti Alto LXi BSIII,2008,75619,Hyderabad,Petrol,Manual,796 CC,46.3 bhp,19.7 kmpl,5,First,,3.56
3733,Hyundai i20 Active 1.4 SX,2021,39288,Kochi,Diesel,Manual,1396 CC,88.73 bhp,21.19 kmpl,5,First,,15.79
3734,Mercedes-Benz GLC 220d 4MATIC Sport,2017,24583,Mumbai,Diesel,Automatic,2143 CC,170 bhp,17.9 kmpl,5,First,64.14 Lakh,93.6
3735,Hyundai Santro Xing GLS,2015,63088,Hyderabad,Petrol,Manual,1086 CC,62.1 bhp,17.92 kmpl,5,First,,5.15
3736,Hyundai Creta 1.6 CRDi SX Option,2018,12519,Coimbatore,Diesel,Manual,1582 CC,126.2 bhp,19.67 kmpl,5,First,,28.2
3737,Skoda Superb Ambition 2.0 TDI CR AT,2016,57551,Delhi,Diesel,Automatic,1968 CC,138.1 bhp,17.2 kmpl,5,First,,15.76
3738,Mahindra XUV500 W6 2WD,2014,78468,Kolkata,Diesel,Manual,2179 CC,140 bhp,15.1 kmpl,7,First,,12.61
3739,Chevrolet Tavera LT 9 Str BS IV,2014,61814,Kolkata,Diesel,Manual,2499 CC,78 bhp,13.58 kmpl,9,First,,9.17
3740,Mahindra TUV 300 T8 AMT,2018,32404,Hyderabad,Diesel,Automatic,1493 CC,100 bhp,18.49 kmpl,7,First,,16.56
3741,Maruti Ritz LXi,2020,11366,Mumbai,Petrol,Manual,1197 CC,85.80 bhp,18.5 kmpl,5,First,,7.55
3742,Honda City i DTEC V,2017,58379,Hyderabad,Diesel,Manual,1498 CC,98.6 bhp,26.0 kmpl,5,First,,18.44
3743,BMW 3 Series 320d Luxury Plus,2017,110100,Ahmedabad,Diesel,Automatic,1995 CC,184 bhp,18.88 kmpl,5,First,,50.49
3744,Audi Q3 35 TDI Quattro Premium Plus,2015,40328,Bangalore,Diesel,Automatic,1968 CC,174.33 bhp,15.73 kmpl,5,First,,58.58
3745,Hyundai Verna 1.6 SX CRDI (O) AT,2021,84993,Coimbatore,Diesel,Automatic,1582 CC,126.32 bhp,22.32 kmpl,5,First,,16.2
3746,Hyundai i10 Magna AT,2010,56046,Hyderabad,Petrol,Automatic,1197 CC,80 bhp,19.2 kmpl,5,First,,5.7
3747,Mercedes-Benz E-Class 280 CDI,2009,73682,Hyderabad,Diesel,Automatic,2987 CC,198.5 bhp,11.0 kmpl,5,First,,21.4
3748,Tata Indigo LX,2012,47681,Ahmedabad,Diesel,Manual,1405 CC,70 bhp,17.0 kmpl,5,First,,3.88
3749,Tata New Safari DICOR 2.2 VX 4x4,2012,130856,Chennai,Diesel,Manual,2179 CC,138 bhp,13.93 kmpl,7,Second,,6.09
3750,Hyundai Creta 1.6 CRDi SX,2018,27025,Mumbai,Diesel,Manual,1582 CC,126.2 bhp,19.67 kmpl,5,First,,25.45
3751,Volkswagen Polo 1.2 MPI Highline,2018,7004,Mumbai,Petrol,Manual,1199 CC,74 bhp,16.2 kmpl,5,First,,12.86
3752,Honda City i DTEC SV,2017,70956,Delhi,Diesel,Manual,1498 CC,98.6 bhp,26.0 kmpl,5,First,,11.31
3753,Maruti Swift ZDI,2014,51521,Delhi,Diesel,Manual,1248 CC,74 bhp,28.4 kmpl,5,First,,7.13
3754,Toyota Corolla Altis 1.4 DG,2013,64557,Coimbatore,Diesel,Manual,1364 CC,86.79 bhp,21.43 kmpl,5,First,19.27 Lakh,13.75
3755,Hyundai Grand i10 1.2 Kappa Sportz Option,2020,16822,Pune,Petrol,Manual,1197 CC,81.86 bhp,18.9 kmpl,5,First,,9.78
3756,Maruti Ritz LDi,2015,67000,Jaipur,Diesel,Manual,1248 CC,73.94 bhp,23.2 kmpl,5,First,,7.24
3757,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2021,17622,Kochi,Petrol,Manual,1591 CC,121.3 bhp,15.29 kmpl,5,First,,24.6
3758,Jaguar XF 3.0 Litre S Premium Luxury,2014,28456,Kolkata,Diesel,Automatic,2993 CC,270.9 bhp,14.74 kmpl,5,First,,41.2
3759,Honda City ZX EXi,2009,92829,Hyderabad,Petrol,Manual,1497 CC,78 bhp,17.7 kmpl,5,Second,,6.17
3760,Chevrolet Optra Magnum 1.6 LT ABS BS3,2013,71111,Kochi,Petrol,Manual,1598 CC,102.5 bhp,12.9 kmpl,5,First,,6.48
3761,Hyundai Verna 1.6 SX VTVT,2018,10403,Mumbai,Petrol,Manual,1591 CC,121.3 bhp,17.01 kmpl,5,First,,11.43
3762,Skoda Octavia Elegance 2.0 TDI AT,2015,124580,Hyderabad,Diesel,Automatic,1968 CC,141 bhp,19.3 kmpl,5,First,,26.37
3763,Maruti Celerio VXI,2019,66675,Kochi,Petrol,Manual,998 CC,67.04 bhp,23.1 kmpl,5,First,,8.51
3764,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2012,167385,Pune,Diesel,Manual,2494 CC,100 bhp,12.99 kmpl,8,Second,,15.37
3765,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2018,50480,Bangalore,Diesel,Automatic,2143 CC,170 bhp,19.27 kmpl,5,First,,64.03
3766,Porsche Cayenne Turbo S,2011,37453,Mumbai,Petrol,Automatic,4806 CC,550 bhp,11.9 kmpl,5,Second,,62.7
3767,Maruti A-Star Lxi,2012,75017,Hyderabad,Petrol,Manual,998 CC,66.1 bhp,19.0 kmpl,5,First,,5.23
3768,BMW X6 xDrive30d,2015,47598,Jaipur,Diesel,Automatic,2993 CC,241 bhp,11.2 kmpl,4,Second,,85.85
3769,Mahindra Ssangyong Rexton RX7,2017,69779,Delhi,Diesel,Automatic,2696 CC,184 bhp,11.18 kmpl,7,First,,21
3770,Honda City 1.5 GXI,2003,53069,Bangalore,Petrol,Manual,,,0.0 kmpl,,Second,,3.66
